  -6.332691E-01    -6.332691E-01     7.071068E-01     7.071068E-01     1.559402E+00     1.000000E-06     9.619069E-07
  -6.128449E-01    -6.287780E-01     6.979754E-01     7.161218E-01     1.570581E+00     1.000000E-06     9.550607E-07
  -5.925710E-01    -6.242401E-01     6.884703E-01     7.252646E-01     1.582066E+00     1.000000E-06     9.481272E-07
  -5.724796E-01    -6.196449E-01     6.785999E-01     7.345081E-01     1.593856E+00     1.000000E-06     9.411137E-07
  -5.525938E-01    -6.149862E-01     6.683673E-01     7.438314E-01     1.605950E+00     1.000000E-06     9.340266E-07
  -5.329093E-01    -6.102788E-01     6.577461E-01     7.532397E-01     1.618347E+00     1.000000E-06     9.268714E-07
  -5.134300E-01    -6.055297E-01     6.467191E-01     7.627283E-01     1.631048E+00     1.000000E-06     9.196544E-07
  -4.941618E-01    -6.007442E-01     6.352715E-01     7.722889E-01     1.644047E+00     1.000000E-06     9.123824E-07
  -4.751113E-01    -5.959277E-01     6.233894E-01     7.819115E-01     1.657342E+00     1.000000E-06     9.050634E-07
  -4.562854E-01    -5.910860E-01     6.110593E-01     7.915848E-01     1.670926E+00     1.000000E-06     8.977060E-07
  -4.376906E-01    -5.862253E-01     5.982679E-01     8.012961E-01     1.684788E+00     1.000000E-06     8.903197E-07
  -4.193334E-01    -5.813528E-01     5.850023E-01     8.110316E-01     1.698917E+00     1.000000E-06     8.829153E-07
  -4.012202E-01    -5.764759E-01     5.712501E-01     8.207761E-01     1.713298E+00     1.000000E-06     8.755043E-07
  -3.833567E-01    -5.716031E-01     5.569995E-01     8.305129E-01     1.727913E+00     1.000000E-06     8.680993E-07
  -3.657485E-01    -5.667434E-01     5.422395E-01     8.402240E-01     1.742739E+00     1.000000E-06     8.607141E-07
  -3.484008E-01    -5.619065E-01     5.269601E-01     8.498900E-01     1.757751E+00     1.000000E-06     8.533634E-07
  -3.313179E-01    -5.571029E-01     5.111524E-01     8.594901E-01     1.772917E+00     1.000000E-06     8.460631E-07
  -3.145039E-01    -5.523437E-01     4.948087E-01     8.690019E-01     1.788205E+00     1.000000E-06     8.388302E-07
  -2.979618E-01    -5.476409E-01     4.779229E-01     8.784018E-01     1.803572E+00     1.000000E-06     8.316828E-07
  -2.816938E-01    -5.430070E-01     4.604906E-01     8.876646E-01     1.818976E+00     1.000000E-06     8.246399E-07
  -2.657013E-01    -5.384552E-01     4.425091E-01     8.967640E-01     1.834365E+00     1.000000E-06     8.177215E-07
  -2.499845E-01    -5.339994E-01     4.239782E-01     9.056724E-01     1.849685E+00     1.000000E-06     8.109488E-07
  -2.345426E-01    -5.296538E-01     4.048997E-01     9.143611E-01     1.864875E+00     1.000000E-06     8.043435E-07
  -2.193734E-01    -5.254333E-01     3.852780E-01     9.228006E-01     1.879869E+00     1.000000E-06     7.979280E-07
  -2.044733E-01    -5.213530E-01     3.651202E-01     9.309604E-01     1.894596E+00     1.000000E-06     7.917255E-07
  -1.898374E-01    -5.174284E-01     3.444363E-01     9.388097E-01     1.908981E+00     1.000000E-06     7.857594E-07
  -1.754592E-01    -5.136751E-01     3.232394E-01     9.463172E-01     1.922945E+00     1.000000E-06     7.800535E-07
  -1.613306E-01    -5.101087E-01     3.015455E-01     9.534518E-01     1.936405E+00     1.000000E-06     7.746314E-07
  -1.474421E-01    -5.067445E-01     2.793741E-01     9.601823E-01     1.949276E+00     1.000000E-06     7.695167E-07
  -1.337822E-01    -5.035979E-01     2.567478E-01     9.664784E-01     1.961470E+00     1.000000E-06     7.647324E-07
  -1.203381E-01    -5.006834E-01     2.336925E-01     9.723106E-01     1.972903E+00     1.000000E-06     7.603010E-07
  -1.070950E-01    -4.980152E-01     2.102374E-01     9.776504E-01     1.983487E+00     1.000000E-06     7.562439E-07
  -9.403672E-02    -4.956065E-01     1.864147E-01     9.824711E-01     1.993140E+00     1.000000E-06     7.525814E-07
  -8.114559E-02    -4.934698E-01     1.622597E-01     9.867481E-01     2.001782E+00     1.000000E-06     7.493322E-07
  -6.840248E-02    -4.916161E-01     1.378104E-01     9.904586E-01     2.009341E+00     1.000000E-06     7.465134E-07
  -5.578703E-02    -4.900554E-01     1.131077E-01     9.935827E-01     2.015749E+00     1.000000E-06     7.441402E-07
  -4.327775E-02    -4.887963E-01     8.819442E-02     9.961033E-01     2.020949E+00     1.000000E-06     7.422255E-07
  -3.085216E-02    -4.878457E-01     6.311554E-02     9.980062E-01     2.024893E+00     1.000000E-06     7.407800E-07
  -1.848696E-02    -4.872090E-01     3.791733E-02     9.992809E-01     2.027543E+00     1.000000E-06     7.398118E-07
  -6.158252E-03    -4.868898E-01     1.264713E-02     9.999200E-01     2.028874E+00     1.000000E-06     7.393263E-07
   6.158252E-03    -4.868898E-01    -1.264713E-02     9.999200E-01     2.028874E+00     1.000000E-06     7.393263E-07
   1.848696E-02    -4.872090E-01    -3.791733E-02     9.992809E-01     2.027543E+00     1.000000E-06     7.398118E-07
   3.085216E-02    -4.878457E-01    -6.311554E-02     9.980062E-01     2.024893E+00     1.000000E-06     7.407800E-07
   4.327775E-02    -4.887963E-01    -8.819442E-02     9.961033E-01     2.020949E+00     1.000000E-06     7.422255E-07
   5.578703E-02    -4.900554E-01    -1.131077E-01     9.935827E-01     2.015749E+00     1.000000E-06     7.441402E-07
   6.840248E-02    -4.916161E-01    -1.378104E-01     9.904586E-01     2.009341E+00     1.000000E-06     7.465134E-07
   8.114559E-02    -4.934698E-01    -1.622597E-01     9.867481E-01     2.001782E+00     1.000000E-06     7.493322E-07
   9.403672E-02    -4.956065E-01    -1.864147E-01     9.824711E-01     1.993140E+00     1.000000E-06     7.525814E-07
   1.070950E-01    -4.980152E-01    -2.102374E-01     9.776504E-01     1.983487E+00     1.000000E-06     7.562439E-07
   1.203381E-01    -5.006834E-01    -2.336925E-01     9.723106E-01     1.972903E+00     1.000000E-06     7.603010E-07
   1.337822E-01    -5.035979E-01    -2.567478E-01     9.664784E-01     1.961470E+00     1.000000E-06     7.647324E-07
   1.474421E-01    -5.067445E-01    -2.793741E-01     9.601823E-01     1.949276E+00     1.000000E-06     7.695167E-07
   1.613306E-01    -5.101087E-01    -3.015455E-01     9.534518E-01     1.936405E+00     1.000000E-06     7.746314E-07
   1.754592E-01    -5.136751E-01    -3.232394E-01     9.463172E-01     1.922945E+00     1.000000E-06     7.800535E-07
   1.898374E-01    -5.174284E-01    -3.444363E-01     9.388097E-01     1.908981E+00     1.000000E-06     7.857594E-07
   2.044733E-01    -5.213530E-01    -3.651202E-01     9.309604E-01     1.894596E+00     1.000000E-06     7.917255E-07
   2.193734E-01    -5.254333E-01    -3.852780E-01     9.228006E-01     1.879869E+00     1.000000E-06     7.979280E-07
   2.345426E-01    -5.296538E-01    -4.048997E-01     9.143611E-01     1.864875E+00     1.000000E-06     8.043435E-07
   2.499845E-01    -5.339994E-01    -4.239782E-01     9.056724E-01     1.849685E+00     1.000000E-06     8.109488E-07
   2.657013E-01    -5.384552E-01    -4.425091E-01     8.967640E-01     1.834365E+00     1.000000E-06     8.177215E-07
   2.816938E-01    -5.430070E-01    -4.604906E-01     8.876646E-01     1.818976E+00     1.000000E-06     8.246399E-07
   2.979618E-01    -5.476409E-01    -4.779229E-01     8.784018E-01     1.803572E+00     1.000000E-06     8.316828E-07
   3.145039E-01    -5.523437E-01    -4.948087E-01     8.690019E-01     1.788205E+00     1.000000E-06     8.388302E-07
   3.313179E-01    -5.571029E-01    -5.111524E-01     8.594901E-01     1.772917E+00     1.000000E-06     8.460631E-07
   3.484008E-01    -5.619065E-01    -5.269601E-01     8.498900E-01     1.757751E+00     1.000000E-06     8.533634E-07
   3.657485E-01    -5.667434E-01    -5.422395E-01     8.402240E-01     1.742739E+00     1.000000E-06     8.607141E-07
   3.833567E-01    -5.716031E-01    -5.569995E-01     8.305129E-01     1.727913E+00     1.000000E-06     8.680993E-07
   4.012202E-01    -5.764759E-01    -5.712501E-01     8.207761E-01     1.713298E+00     1.000000E-06     8.755043E-07
   4.193334E-01    -5.813528E-01    -5.850023E-01     8.110316E-01     1.698917E+00     1.000000E-06     8.829153E-07
   4.376906E-01    -5.862253E-01    -5.982679E-01     8.012961E-01     1.684788E+00     1.000000E-06     8.903197E-07
   4.562854E-01    -5.910860E-01    -6.110593E-01     7.915848E-01     1.670926E+00     1.000000E-06     8.977060E-07
   4.751113E-01    -5.959277E-01    -6.233894E-01     7.819115E-01     1.657342E+00     1.000000E-06     9.050634E-07
   4.941618E-01    -6.007442E-01    -6.352715E-01     7.722889E-01     1.644047E+00     1.000000E-06     9.123824E-07
   5.134300E-01    -6.055297E-01    -6.467191E-01     7.627283E-01     1.631048E+00     1.000000E-06     9.196544E-07
   5.329093E-01    -6.102788E-01    -6.577461E-01     7.532397E-01     1.618347E+00     1.000000E-06     9.268714E-07
   5.525938E-01    -6.149862E-01    -6.683673E-01     7.438314E-01     1.605950E+00     1.000000E-06     9.340266E-07
   5.724796E-01    -6.196449E-01    -6.785999E-01     7.345081E-01     1.593856E+00     1.000000E-06     9.411137E-07
   5.925710E-01    -6.242401E-01    -6.884703E-01     7.252646E-01     1.582066E+00     1.000000E-06     9.481272E-07
   6.128449E-01    -6.287780E-01    -6.979754E-01     7.161218E-01     1.570581E+00     1.000000E-06     9.550607E-07
   6.332691E-01    -6.332691E-01    -7.071068E-01     7.071068E-01     1.559402E+00     1.000000E-06     9.619069E-07
  -6.287780E-01    -6.128449E-01     7.161218E-01     6.979754E-01     1.570581E+00     1.000000E-06     9.550607E-07
  -6.083207E-01    -6.083207E-01     7.066582E-01     7.066582E-01     1.577301E+00     1.674016E-04     1.591975E-04
  -5.879634E-01    -6.037649E-01     6.981278E-01     7.150249E-01     1.586408E+00     2.213090E-04     2.092548E-04
  -5.677797E-01    -5.991382E-01     6.887470E-01     7.240392E-01     1.608977E+00     2.532853E-04     2.361302E-04
  -5.478328E-01    -5.944168E-01     6.787673E-01     7.333591E-01     1.624875E+00     2.755472E-04     2.543709E-04
  -5.280998E-01    -5.896336E-01     6.683025E-01     7.428507E-01     1.638940E+00     2.952587E-04     2.702282E-04
  -5.085786E-01    -5.848009E-01     6.573938E-01     7.524565E-01     1.652723E+00     3.153549E-04     2.862138E-04
  -4.892743E-01    -5.799254E-01     6.460456E-01     7.621509E-01     1.666687E+00     3.369634E-04     3.032633E-04
  -4.701935E-01    -5.750127E-01     6.342486E-01     7.719189E-01     1.680952E+00     3.605680E-04     3.217534E-04
  -4.513436E-01    -5.700685E-01     6.219892E-01     7.817479E-01     1.695543E+00     3.864700E-04     3.418994E-04
  -4.327318E-01    -5.650993E-01     6.092528E-01     7.916246E-01     1.710460E+00     4.149380E-04     3.638829E-04
  -4.143653E-01    -5.601122E-01     5.960248E-01     8.015347E-01     1.725696E+00     4.462489E-04     3.878860E-04
  -3.962510E-01    -5.551148E-01     5.822911E-01     8.114623E-01     1.741242E+00     4.806970E-04     4.140984E-04
