          41           4           2         103         102           1
           1           4           3         104         103           2
           1           4           4         105         104           3
           1           4           5         106         105           4
           1           4           6         107         106           5
           1           4           7         108         107           6
           1           4           8         109         108           7
           1           4           9         110         109           8
           1           4          10         111         110           9
           1           4          11         112         111          10
           1           4          12         113         112          11
           1           4          13         114         113          12
           1           4          14         115         114          13
           1           4          15         116         115          14
           1           4          16         117         116          15
           1           4          17         118         117          16
           1           4          18         119         118          17
           1           4          19         120         119          18
           1           4          20         121         120          19
           1           4          21         122         121          20
           1           4          22         123         122          21
           1           4          23         124         123          22
           1           4          24         125         124          23
           1           4          25         126         125          24
           1           4          26         127         126          25
           1           4          27         128         127          26
           1           4          28         129         128          27
           1           4          29         130         129          28
           1           4          30         131         130          29
           1           4          31         132         131          30
           1           4          32         133         132          31
           1           4          33         134         133          32
           1           4          34         135         134          33
           1           4          35         136         135          34
           1           4          36         137         136          35
           1           4          37         138         137          36
           1           4          38         139         138          37
           1           4          39         140         139          38
           1           4          40         141         140          39
           1           4          41         142         141          40
           1           4          42         143         142          41
           1           4          43         144         143          42
           1           4          44         145         144          43
           1           4          45         146         145          44
           1           4          46         147         146          45
           1           4          47         148         147          46
           1           4          48         149         148          47
           1           4          49         150         149          48
           1           4          50         151         150          49
           1           4          51         152         151          50
           1           4          52         153         152          51
           1           4          53         154         153          52
           1           4          54         155         154          53
           1           4          55         156         155          54
           1           4          56         157         156          55
           1           4          57         158         157          56
           1           4          58         159         158          57
           1           4          59         160         159          58
           1           4          60         161         160          59
           1           4          61         162         161          60
           1           4          62         163         162          61
           1           4          63         164         163          62
           1           4          64         165         164          63
           1           4          65         166         165          64
           1           4          66         167         166          65
           1           4          67         168         167          66
           1           4          68         169         168          67
           1           4          69         170         169          68
           1           4          70         171         170          69
           1           4          71         172         171          70
           1           4          72         173         172          71
           1           4          73         174         173          72
           1           4          74         175         174          73
           1           4          75         176         175          74
           1           4          76         177         176          75
           1           4          77         178         177          76
           1           4          78         179         178          77
           1           4          79         180         179          78
           1           4          80         181         180          79
           1           4          81         182         181          80
           1           4          82         183         182          81
           1           4          83         184         183          82
           1           4          84         185         184          83
           1           4          85         186         185          84
           1           4          86         187         186          85
           1           4          87         188         187          86
           1           4          88         189         188          87
           1           4          89         190         189          88
           1           4          90         191         190          89
           1           4          91         192         191          90
           1           4          92         193         192          91
           1           4          93         194         193          92
           1           4          94         195         194          93
           1           4          95         196         195          94
           1           4          96         197         196          95
           1           4          97         198         197          96
           1           4          98         199         198          97
           1           4          99         200         199          98
           1           4         100         201         200          99
          12           4         202         201         100         101
          34           4         102         103         204         203
           3           4         204         103         104         205
           3           4         205         104         105         206
           3           4         206         105         106         207
           3           4         207         106         107         208
           3           4         208         107         108         209
           3           4         209         108         109         210
           3           4         210         109         110         211
           3           4         211         110         111         212
           3           4         212         111         112         213
           3           4         213         112         113         214
           3           4         214         113         114         215
           3           4         215         114         115         216
           3           4         216         115         116         217
           3           4         217         116         117         218
           3           4         218         117         118         219
           3           4         219         118         119         220
           3           4         220         119         120         221
           3           4         221         120         121         222
           3           4         222         121         122         223
           3           4         223         122         123         224
           3           4         224         123         124         225
           3           4         225         124         125         226
           3           4         226         125         126         227
           3           4         227         126         127         228
           3           4         228         127         128         229
           3           4         229         128         129         230
           3           4         230         129         130         231
           3           4         231         130         131         232
           3           4         232         131         132         233
           3           4         233         132         133         234
           3           4         234         133         134         235
           3           4         235         134         135         236
           3           4         236         135         136         237
           3           4         237         136         137         238
           3           4         238         137         138         239
           3           4         239         138         139         240
           3           4         240         139         140         241
           3           4         241         140         141         242
           3           4         242         141         142         243
           3           4         243         142         143         244
           3           4         244         143         144         245
           3           4         245         144         145         246
           3           4         246         145         146         247
           3           4         247         146         147         248
           3           4         248         147         148         249
           3           4         249         148         149         250
           3           4         250         149         150         251
           3           4         251         150         151         252
           3           4         252         151         152         253
           3           4         253         152         153         254
           3           4         254         153         154         255
           3           4         255         154         155         256
           3           4         256         155         156         257
           3           4         257         156         157         258
           3           4         258         157         158         259
           3           4         259         158         159         260
           3           4         260         159         160         261
           3           4         261         160         161         262
           3           4         262         161         162         263
           3           4         263         162         163         264
           3           4         264         163         164         265
           3           4         265         164         165         266
           3           4         266         165         166         267
           3           4         267         166         167         268
           3           4         268         167         168         269
           3           4         269         168         169         270
           3           4         270         169         170         271
           3           4         271         170         171         272
           3           4         272         171         172         273
           3           4         273         172         173         274
           3           4         274         173         174         275
           3           4         275         174         175         276
           3           4         276         175         176         277
           3           4         277         176         177         278
           3           4         278         177         178         279
           3           4         279         178         179         280
           3           4         280         179         180         281
           3           4         281         180         181         282
           3           4         282         181         182         283
           3           4         283         182         183         284
           3           4         284         183         184         285
           3           4         285         184         185         286
           3           4         286         185         186         287
           3           4         287         186         187         288
           3           4         288         187         188         289
           3           4         289         188         189         290
           3           4         290         189         190         291
           3           4         291         190         191         292
           3           4         292         191         192         293
           3           4         293         192         193         294
           3           4         294         193         194         295
           3           4         295         194         195         296
           3           4         296         195         196         297
           3           4         297         196         197         298
           3           4         298         197         198         299
           3           4         299         198         199         300
           3           4         300         199         200         301
           3           4         301         200         201         302
          23           4         302         201         202         303
